symbol,date,breakout,regime,outcome,stock_rs,vol_ratio,liquidity,lookback
AABS,2008-05-29,1,VOLATILE,-6.0,73.52594829592489,1.4229950839966194,60201.666666666664,20
AABS,2019-09-17,0,VOLATILE,157.43589743589743,14.107999918035901,1.0466917053017684,29665.0,20
AABS,2009-02-18,1,VOLATILE,-6.0,89.23333348101502,1.2753806253130622,37615.0,20
AABS,2015-09-07,0,VOLATILE,57.611718894863714,-9.077265924728355,0.8526803974421554,39360.0,20
AABS,2009-02-19,1,VOLATILE,-6.0,95.33908728066127,1.3042823012318436,37558.333333333336,20
AABS,2026-02-06,0,VOLATILE,-6.0,-21.39267010023231,0.7943398750462266,285.43333333333334,20
AABS,2009-02-20,1,VOLATILE,-6.0,101.96271179171049,1.315085639238115,37416.666666666664,20
AABS,2018-08-02,0,VOLATILE,-6.0,7.071033846807627,0.9991224435625465,3271.6666666666665,20
AABS,2009-12-21,1,RANGING,-6.0,13.192859913258541,1.0878804902083044,16265.683333333332,20
AABS,2010-08-23,0,RANGING,-6.0,-20.67308351684268,0.7516960589496325,3815.766666666667,20
AABS,2009-12-22,1,TRENDING_UP,-6.0,19.992719875420864,1.110782032547954,16255.683333333332,20
AABS,2024-12-31,0,TRENDING_UP,-6.0,-12.253178030601472,1.6528900961041275,1949.8333333333333,20
AABS,2009-12-29,1,TRENDING_UP,-6.0,24.826561650755558,1.1875171408959082,16289.016666666666,20
AABS,2018-04-05,0,TRENDING_UP,10.873006898111495,30.684983194283266,1.2572144855265461,3936.6666666666665,20
AABS,2009-12-30,1,TRENDING_UP,-6.0,32.22846171608588,1.2515143691482422,16287.35,20
AABS,2024-05-06,0,TRENDING_UP,-6.0,12.125446693956711,1.4879640477276739,666.0666666666667,20
AABS,2010-08-30,1,VOLATILE,-6.0,-3.661761202943839,0.8077139891833996,3913.8333333333335,20
AABS,2018-08-02,0,VOLATILE,-6.0,7.071033846807627,0.9991224435625465,3271.6666666666665,20
AABS,2010-08-31,1,VOLATILE,-6.0,-5.995110162397091,0.8136314704274848,3930.6666666666665,20
AABS,2018-07-26,0,VOLATILE,1.2541218444240192,13.119261320109405,0.9833481214517474,2568.3333333333335,20
AABS,2010-09-08,1,RANGING,-6.0,-2.602450150661864,0.8545575977531668,3868.233333333333,20
AABS,2011-02-01,0,RANGING,-6.0,7.208722718664102,1.148876525988683,1487.4166666666667,20
AABS,2010-09-09,1,RANGING,-6.0,0.8952369523903472,0.8613947018502509,3859.9166666666665,20
AABS,2018-01-31,0,RANGING,21.089866156787764,-10.306592474643251,0.9244054812568929,2091.6666666666665,20
