symbol,signal_date,entry_date,entry_price,exit_date,exit_price,outcome,return_pct,rs_rating,rs_score,holding_days,year,rs_bucket
POWERPS,2025-08-26,2025-08-27,25.09,2025-08-28,24.0864,sl,-4.0,85.7,43.29,1,2025,80-90
POWERPS,2025-09-03,2025-09-04,26.01,2025-09-05,24.9696,sl,-4.0,91.9,78.34,1,2025,90-95
PPL,2023-02-06,2023-02-07,83.0,2023-02-08,79.68,sl,-4.0,92.6,18.47,1,2023,90-95
PPL,2023-02-09,2023-02-10,81.7,2023-02-13,78.432,sl,-4.0,93.5,18.36,3,2023,90-95
PPL,2023-10-11,2023-10-12,76.24,2023-10-16,82.3392,tp,8.0,82.6,4.74,4,2023,80-90
PPL,2023-10-19,2023-10-20,82.9,2023-10-27,79.584,sl,-4.0,86.0,10.5,7,2023,80-90
PPL,2023-11-14,2023-11-15,84.0,2023-11-16,90.72,tp,8.0,84.4,7.33,1,2023,80-90
PPL,2023-12-05,2023-12-06,109.89,2023-12-13,118.6812,tp,8.0,92.5,31.48,7,2023,90-95
PPL,2023-12-14,2023-12-15,125.0,2023-12-19,120.0,sl,-4.0,93.4,45.15,4,2023,90-95
PPL,2024-01-03,2024-01-04,129.9,2024-01-05,124.704,sl,-4.0,92.2,44.46,1,2024,90-95
PPL,2024-01-22,2024-01-23,131.01,2024-01-24,125.7696,sl,-4.0,90.9,26.05,1,2024,90-95
PPL,2024-05-03,2024-05-06,127.01,2024-05-07,121.9296,sl,-4.0,81.2,6.88,1,2024,80-90
PPL,2024-12-11,2024-12-12,186.0,2024-12-13,200.88,tp,8.0,80.1,15.02,1,2024,80-90
PPL,2024-12-16,2024-12-17,211.7,2024-12-18,203.232,sl,-4.0,84.9,20.8,1,2024,80-90
PPP,2024-07-18,2024-07-19,100.0,2024-07-22,96.0,sl,-4.0,84.3,20.56,3,2024,80-90
PPP,2024-12-26,2024-12-27,122.99,2024-12-30,118.0704,sl,-4.0,84.0,21.15,3,2024,80-90
PPP,2024-12-31,2025-01-01,157.01,2025-01-02,169.5708,tp,8.0,90.9,65.31,1,2025,90-95
PPP,2025-07-01,2025-07-02,190.0,2025-07-03,205.2,tp,8.0,90.1,62.46,1,2025,90-95
PPP,2025-07-04,2025-07-07,225.0,2025-07-09,216.0,sl,-4.0,92.8,78.6,2,2025,90-95
PPP,2025-07-14,2025-07-15,240.0,2025-07-16,230.4,sl,-4.0,93.5,90.79,1,2025,90-95
PPP,2025-07-22,2025-07-23,258.0,2025-07-24,278.64,tp,8.0,89.5,67.9,1,2025,80-90
PPVC,2023-06-14,2023-06-15,6.38,2023-06-16,6.1248,sl,-4.0,98.7,56.6,1,2023,95-100
PPVC,2023-07-24,2023-07-25,6.31,2023-07-31,6.0576,sl,-4.0,94.5,27.05,6,2023,90-95
PPVC,2023-10-18,2023-10-19,7.0,2023-10-20,7.56,tp,8.0,96.7,38.52,1,2023,95-100
PPVC,2023-12-15,2023-12-18,7.81,2023-12-20,7.4976,sl,-4.0,87.6,22.85,2,2023,80-90
PPVC,2024-03-01,2024-03-04,8.5,2024-03-05,9.18,tp,8.0,85.4,11.1,1,2024,80-90
PPVC,2024-07-31,2024-08-01,8.41,2024-08-02,8.0736,sl,-4.0,90.7,37.84,1,2024,90-95
PPVC,2024-08-08,2024-08-09,8.4,2024-08-13,8.064,sl,-4.0,84.1,21.1,4,2024,80-90
PPVC,2024-09-18,2024-09-19,9.76,2024-09-20,9.3696,sl,-4.0,89.9,39.08,1,2024,80-90
PPVC,2024-12-03,2024-12-04,11.74,2024-12-05,11.2704,sl,-4.0,86.2,30.53,1,2024,80-90
PPVC,2025-01-01,2025-01-02,11.22,2025-01-03,12.1176,tp,8.0,82.9,16.26,1,2025,80-90
PPVC,2025-08-19,2025-08-20,17.7,2025-08-21,19.116,tp,8.0,82.6,34.21,1,2025,80-90
PPVC,2025-09-18,2025-09-19,20.01,2025-09-22,19.2096,sl,-4.0,85.4,41.4,3,2025,80-90
PPVC,2025-11-19,2025-11-20,21.0,2025-11-21,20.16,sl,-4.0,87.9,64.84,1,2025,80-90
PPVC,2025-12-23,2025-12-24,19.81,2025-12-26,21.3948,tp,8.0,88.2,58.23,2,2025,80-90
PREMA,2021-08-03,2021-08-04,29.5,2021-08-05,31.86,tp,8.0,80.3,42.36,1,2021,80-90
PREMA,2021-11-03,2021-11-04,29.25,2021-11-12,28.08,sl,-4.0,91.2,35.47,8,2021,90-95
PREMA,2022-09-05,2022-09-06,23.0,2022-09-12,22.08,sl,-4.0,80.6,4.45,6,2022,80-90
PREMA,2022-11-10,2022-11-11,22.25,2022-11-21,21.36,sl,-4.0,82.5,7.35,10,2022,80-90
PREMA,2024-12-04,2024-12-05,30.17,2024-12-06,32.5836,tp,8.0,83.0,22.26,1,2024,80-90
PREMA,2025-04-23,2025-04-24,85.98,2025-04-25,82.5408,sl,-4.0,100.0,384.63,1,2025,95-100
PREMA,2025-09-22,2025-09-23,54.99,2025-09-24,52.7904,sl,-4.0,82.5,36.94,1,2025,80-90
PRL,2022-08-12,2022-08-15,19.75,2022-08-16,18.96,sl,-4.0,90.3,16.05,1,2022,90-95
PRL,2023-08-02,2023-08-03,18.5,2023-08-04,17.76,sl,-4.0,84.2,7.91,1,2023,80-90
PRL,2023-10-31,2023-11-01,21.4,2023-11-03,23.112,tp,8.0,85.4,8.98,2,2023,80-90
PRL,2023-11-08,2023-11-10,22.87,2023-11-16,24.6996,tp,8.0,90.6,17.34,6,2023,90-95
PRL,2023-11-28,2023-11-29,25.65,2023-12-06,27.702,tp,8.0,89.7,22.04,7,2023,80-90
PRL,2024-04-17,2024-04-18,28.5,2024-04-26,27.36,sl,-4.0,90.4,28.41,8,2024,90-95
PSMC,2021-06-14,2021-06-15,356.0,2021-06-17,341.76,sl,-4.0,82.9,53.49,2,2021,80-90
PSMC,2021-06-21,2021-06-22,351.11,2021-07-05,347.93,time,-0.9057,83.0,54.54,13,2021,80-90
PSMC,2023-11-22,2023-11-23,513.0,2023-11-24,554.04,tp,8.0,99.6,261.78,1,2023,95-100
PSMC,2024-01-11,2024-01-12,896.96,2024-01-15,861.0816,sl,-4.0,100.0,468.51,3,2024,95-100
PSO,2022-08-11,2022-08-12,191.99,2022-08-25,184.3104,sl,-4.0,83.4,5.91,13,2022,80-90
PSO,2023-12-05,2023-12-06,189.99,2023-12-08,205.1892,tp,8.0,80.3,9.66,2,2023,80-90
PSO,2024-11-01,2024-11-04,243.6,2024-11-15,255.18,time,4.7537,81.0,10.96,11,2024,80-90
PSO,2024-11-21,2024-11-22,266.89,2024-11-28,288.2412,tp,8.0,80.9,21.22,6,2024,80-90
PSO,2024-11-29,2024-12-02,293.11,2024-12-12,316.5588,tp,8.0,83.9,21.54,10,2024,80-90
PSO,2024-12-13,2024-12-16,380.0,2024-12-18,410.4,tp,8.0,88.8,42.32,2,2024,80-90
PSO,2025-09-29,2025-09-30,484.4,2025-10-13,465.024,sl,-4.0,80.6,29.61,13,2025,80-90
PSX,2025-04-14,2025-04-15,29.7,2025-04-16,28.512,sl,-4.0,95.8,85.56,1,2025,95-100
PSX,2025-06-11,2025-06-12,29.98,2025-06-13,28.7808,sl,-4.0,84.5,34.25,1,2025,80-90
PSX,2025-06-25,2025-06-26,28.5,2025-06-27,27.36,sl,-4.0,81.5,30.61,1,2025,80-90
PSX,2025-09-03,2025-09-04,35.3,2025-09-08,38.124,tp,8.0,83.3,34.72,4,2025,80-90
PSX,2025-10-02,2025-10-03,41.0,2025-10-06,39.36,sl,-4.0,84.5,40.28,3,2025,80-90
PSX,2025-10-17,2025-10-20,40.73,2025-10-21,43.9884,tp,8.0,84.0,47.53,1,2025,80-90
PSYL,2025-03-14,2025-03-17,45.16,2025-03-18,43.3536,sl,-4.0,83.5,19.43,1,2025,80-90
PSYL,2025-03-20,2025-03-21,42.01,2025-03-24,45.3708,tp,8.0,80.1,9.46,3,2025,80-90
PSYL,2025-04-14,2025-04-16,45.49,2025-04-17,43.6704,sl,-4.0,85.4,25.11,1,2025,80-90
PSYL,2025-04-22,2025-04-23,42.45,2025-04-25,40.752,sl,-4.0,86.1,33.32,2,2025,80-90
PSYL,2025-05-14,2025-05-15,55.0,2025-05-16,59.4,tp,8.0,93.9,61.76,1,2025,90-95
PSYL,2025-06-03,2025-06-04,67.0,2025-06-05,64.32,sl,-4.0,95.8,99.13,1,2025,95-100
PSYL,2025-06-16,2025-06-17,66.47,2025-06-19,63.8112,sl,-4.0,94.1,102.91,2,2025,90-95
PSYL,2025-07-08,2025-07-09,71.51,2025-07-10,68.6496,sl,-4.0,92.4,94.38,1,2025,90-95
PTC,2023-12-12,2023-12-13,11.35,2023-12-14,12.258,tp,8.0,86.9,20.11,1,2023,80-90
PTC,2023-12-18,2023-12-19,15.95,2023-12-20,15.312,sl,-4.0,98.0,91.38,1,2023,95-100
PTC,2024-03-28,2024-03-29,17.88,2024-04-01,17.1648,sl,-4.0,96.8,126.21,3,2024,95-100
PTC,2024-10-10,2024-10-11,14.75,2024-10-14,15.93,tp,8.0,80.6,11.38,3,2024,80-90
PTC,2024-10-24,2024-10-25,17.0,2024-10-28,16.32,sl,-4.0,83.6,25.25,3,2024,80-90
PTC,2024-11-05,2024-11-06,16.7,2024-11-07,16.032,sl,-4.0,85.0,28.9,1,2024,80-90
PTC,2024-11-18,2024-11-19,17.3,2024-11-20,18.684,tp,8.0,86.1,32.4,1,2024,80-90
PTC,2024-11-28,2024-11-29,19.5,2024-12-04,21.06,tp,8.0,90.0,46.91,5,2024,80-90
PTC,2024-12-06,2024-12-09,25.63,2024-12-10,24.6048,sl,-4.0,94.2,90.95,1,2024,90-95
PTC,2024-12-11,2024-12-12,28.0,2024-12-13,26.88,sl,-4.0,96.0,121.35,1,2024,95-100
PTC,2024-12-23,2024-12-24,28.9,2024-12-26,27.744,sl,-4.0,92.0,75.42,2,2024,90-95
PTC,2025-10-06,2025-10-07,31.81,2025-10-09,34.3548,tp,8.0,80.1,22.71,2,2025,80-90
PTC,2025-10-21,2025-10-22,41.2,2025-10-23,39.552,sl,-4.0,84.9,52.97,1,2025,80-90
PTC,2025-12-01,2025-12-02,43.2,2025-12-08,46.656,tp,8.0,87.8,52.65,6,2025,80-90
PTC,2025-12-23,2025-12-24,51.5,2025-12-26,55.62,tp,8.0,88.0,58.07,2,2025,80-90
PTL,2023-07-11,2023-07-12,27.64,2023-07-25,27.31,time,-1.1939,85.0,7.15,13,2023,80-90
PTL,2023-08-01,2023-08-02,30.0,2023-08-04,28.8,sl,-4.0,85.5,6.49,2,2023,80-90
PTL,2023-10-11,2023-10-12,30.84,2023-10-13,29.6064,sl,-4.0,85.8,7.68,1,2023,80-90
PTL,2023-10-18,2023-10-19,31.12,2023-10-26,29.8752,sl,-4.0,88.8,10.74,7,2023,80-90
PTL,2023-11-01,2023-11-02,34.0,2023-11-03,36.72,tp,8.0,89.6,15.51,1,2023,80-90
PTL,2023-11-28,2023-11-29,43.0,2023-12-06,46.44,tp,8.0,95.4,38.58,7,2023,95-100
PTL,2023-12-08,2023-12-11,50.89,2023-12-13,48.8544,sl,-4.0,95.8,56.33,2,2023,95-100
PTL,2024-04-15,2024-04-16,41.91,2024-04-17,40.2336,sl,-4.0,86.2,13.17,1,2024,80-90
PTL,2024-04-19,2024-04-22,40.68,2024-05-02,39.0528,sl,-4.0,81.0,6.33,10,2024,80-90
PTL,2024-05-06,2024-05-07,43.74,2024-05-08,41.9904,sl,-4.0,89.0,16.87,1,2024,80-90
QUET,2022-11-08,2022-11-10,9.1,2022-11-11,9.828,tp,8.0,91.7,17.27,1,2022,90-95
QUET,2022-11-14,2022-11-15,13.94,2022-11-16,13.3824,sl,-4.0,96.4,41.5,1,2022,95-100
QUET,2022-11-17,2022-11-18,16.45,2022-11-21,17.766,tp,8.0,99.2,80.4,3,2022,95-100
QUET,2022-11-22,2022-11-23,21.0,2022-11-24,22.68,tp,8.0,99.6,113.12,1,2022,95-100
QUET,2023-02-27,2023-02-28,21.87,2023-03-01,20.9952,sl,-4.0,99.6,160.88,1,2023,95-100
QUET,2024-11-07,2024-11-08,19.7,2024-11-11,18.912,sl,-4.0,90.1,51.84,3,2024,90-95
QUET,2024-11-12,2024-11-13,20.97,2024-11-14,22.6476,tp,8.0,94.2,72.01,1,2024,90-95
QUET,2024-11-15,2024-11-18,28.7,2024-11-19,27.552,sl,-4.0,96.4,130.36,1,2024,95-100
QUICE,2023-04-28,2023-05-02,4.24,2023-05-03,4.5792,tp,8.0,82.8,7.24,1,2023,80-90
QUICE,2024-07-25,2024-07-26,7.34,2024-07-29,7.0464,sl,-4.0,81.3,15.27,3,2024,80-90
QUICE,2024-08-22,2024-08-23,8.11,2024-08-27,7.7856,sl,-4.0,92.4,64.49,4,2024,90-95
QUICE,2025-12-10,2025-12-11,13.4,2025-12-12,12.864,sl,-4.0,81.4,30.26,1,2025,80-90
QUICE,2025-12-15,2025-12-16,16.79,2025-12-17,16.1184,sl,-4.0,89.2,67.81,1,2025,80-90
QUICE,2025-12-18,2025-12-19,20.14,2025-12-22,19.3344,sl,-4.0,94.0,111.43,3,2025,90-95
REDCO,2024-10-30,2024-10-31,11.44,2024-11-01,10.9824,sl,-4.0,84.6,24.46,1,2024,80-90
REDCO,2024-11-20,2024-11-21,17.0,2024-11-22,16.32,sl,-4.0,96.3,128.37,1,2024,95-100
REDCO,2025-01-16,2025-01-17,16.45,2025-01-20,15.792,sl,-4.0,94.5,81.79,3,2025,90-95
REDCO,2025-01-21,2025-01-22,15.99,2025-01-27,17.2692,tp,8.0,94.4,76.41,5,2025,90-95
REDCO,2025-01-29,2025-01-30,21.97,2025-01-31,23.7276,tp,8.0,96.8,128.97,1,2025,95-100
REDCO,2025-02-12,2025-02-13,26.99,2025-02-14,25.9104,sl,-4.0,98.5,183.93,1,2025,95-100
REDCO,2025-04-16,2025-04-17,28.02,2025-04-18,26.8992,sl,-4.0,99.4,196.49,1,2025,95-100
REDCO,2025-06-26,2025-06-27,26.7,2025-06-30,25.632,sl,-4.0,95.4,99.34,3,2025,95-100
REDCO,2025-07-02,2025-07-03,25.11,2025-07-04,27.1188,tp,8.0,93.3,91.71,1,2025,90-95
REDCO,2025-07-25,2025-07-28,27.05,2025-07-29,25.968,sl,-4.0,91.1,83.39,1,2025,90-95
REDCO,2025-09-08,2025-09-09,29.9,2025-09-10,28.704,sl,-4.0,90.1,65.95,1,2025,90-95
REWM,2021-05-06,2021-05-17,55.0,2021-05-24,59.4,tp,8.0,83.3,32.77,7,2021,80-90
REWM,2021-06-17,2021-06-18,71.64,2021-06-22,77.3712,tp,8.0,85.0,61.77,4,2021,80-90
REWM,2022-02-07,2022-02-08,72.55,2022-02-24,74.99,time,3.3632,97.5,48.5,16,2022,95-100
REWM,2022-09-06,2022-09-07,68.0,2022-09-09,65.28,sl,-4.0,82.5,6.23,2,2022,80-90
REWM,2023-04-26,2023-04-28,75.1,2023-05-15,77.0,time,2.53,95.4,30.97,17,2023,95-100
REWM,2024-10-08,2024-10-09,81.74,2024-10-10,88.2792,tp,8.0,83.4,14.44,1,2024,80-90
REWM,2024-10-11,2024-10-14,109.99,2024-10-15,105.5904,sl,-4.0,89.3,41.79,1,2024,80-90
REWM,2024-11-28,2024-11-29,122.22,2024-12-02,117.3312,sl,-4.0,83.3,22.29,3,2024,80-90
REWM,2024-12-03,2024-12-04,134.31,2024-12-05,145.0548,tp,8.0,92.4,68.1,1,2024,90-95
REWM,2024-12-20,2024-12-23,148.75,2024-12-27,142.8,sl,-4.0,88.8,47.15,4,2024,80-90
REWM,2025-01-15,2025-01-16,145.0,2025-01-20,139.2,sl,-4.0,83.9,16.46,4,2025,80-90
REWM,2025-01-27,2025-01-28,147.95,2025-01-29,142.032,sl,-4.0,84.3,24.1,1,2025,80-90
REWM,2025-03-07,2025-03-11,149.0,2025-04-16,143.04,sl,-4.0,89.6,38.52,36,2025,80-90
REWM,2025-06-16,2025-06-17,149.99,2025-06-18,143.9904,sl,-4.0,83.0,37.78,1,2025,80-90
RICL,2022-08-22,2022-08-25,7.0,2022-08-30,6.72,sl,-4.0,85.1,9.42,5,2022,80-90
RICL,2023-04-28,2023-05-02,7.5,2023-05-08,7.2,sl,-4.0,84.0,8.13,6,2023,80-90
RICL,2023-05-15,2023-05-16,7.2,2023-05-22,7.776,tp,8.0,88.6,10.67,6,2023,80-90
RICL,2023-06-07,2023-06-08,8.27,2023-06-13,8.9316,tp,8.0,97.5,43.27,5,2023,95-100
RICL,2023-06-26,2023-06-27,9.75,2023-07-05,9.36,sl,-4.0,97.5,36.05,8,2023,95-100
RICL,2023-07-17,2023-07-18,9.55,2023-07-19,10.314,tp,8.0,96.2,32.32,1,2023,95-100
RICL,2024-04-09,2024-04-15,10.01,2024-04-17,9.6096,sl,-4.0,82.8,3.19,2,2024,80-90
RICL,2025-09-03,2025-09-04,19.1,2025-09-05,20.628,tp,8.0,80.3,26.48,1,2025,80-90
RPL,2021-02-04,2021-02-08,43.74,2021-02-09,41.9904,sl,-4.0,84.9,53.18,1,2021,80-90
RUBY,2025-08-11,2025-08-12,15.57,2025-08-13,14.9472,sl,-4.0,84.9,39.42,1,2025,80-90
RUPL,2025-07-08,2025-07-09,33.04,2025-07-10,31.7184,sl,-4.0,85.7,46.01,1,2025,80-90
RUPL,2025-07-16,2025-07-17,37.1,2025-07-18,35.616,sl,-4.0,88.7,64.38,1,2025,80-90
RUPL,2025-08-28,2025-08-29,35.74,2025-09-01,34.3104,sl,-4.0,83.1,30.94,3,2025,80-90
RUPL,2025-09-03,2025-09-04,36.02,2025-09-05,38.9016,tp,8.0,80.1,25.55,1,2025,80-90
RUPL,2025-10-28,2025-10-29,38.99,2025-10-30,37.4304,sl,-4.0,86.0,56.8,1,2025,80-90
SAIF,2025-07-07,2025-07-08,22.6,2025-07-09,24.408,tp,8.0,86.8,52.33,1,2025,80-90
SAIF,2025-08-01,2025-08-04,27.5,2025-08-05,26.4,sl,-4.0,94.3,89.84,1,2025,90-95
SAIF,2025-09-04,2025-09-05,32.32,2025-09-09,31.0272,sl,-4.0,88.7,59.64,4,2025,80-90
SAIF,2025-12-12,2025-12-15,34.48,2025-12-16,33.1008,sl,-4.0,81.5,31.19,1,2025,80-90
SANSM,2025-08-19,2025-08-20,71.19,2025-08-21,68.3424,sl,-4.0,90.7,68.05,1,2025,90-95
SANSM,2025-11-20,2025-11-21,64.7,2025-11-24,62.112,sl,-4.0,80.9,37.49,3,2025,80-90
SANSM,2025-12-01,2025-12-02,63.01,2025-12-03,68.0508,tp,8.0,83.1,37.68,1,2025,80-90
SAPL,2022-04-12,2022-04-13,924.0,2022-04-27,887.04,sl,-4.0,82.2,8.88,14,2022,80-90
SAPL,2022-08-16,2022-08-17,1500.0,2022-08-18,1440.0,sl,-4.0,97.9,66.96,1,2022,95-100
SAPT,2022-04-27,2022-04-28,1180.0,2022-05-12,1132.8,sl,-4.0,88.2,19.18,14,2022,80-90
SARC,2022-11-16,2022-11-21,25.8,2022-11-22,27.864,tp,8.0,87.8,16.11,1,2022,80-90
SARC,2022-11-29,2022-11-30,31.0,2022-12-05,33.48,tp,8.0,94.2,24.37,5,2022,90-95
SARC,2023-02-10,2023-02-14,40.49,2023-02-15,38.8704,sl,-4.0,97.9,56.12,1,2023,95-100
SARC,2023-02-16,2023-02-17,40.64,2023-02-24,39.0144,sl,-4.0,97.4,47.46,7,2023,95-100
SARC,2025-06-05,2025-06-10,58.51,2025-06-11,63.1908,tp,8.0,82.9,29.64,1,2025,80-90
SARC,2025-06-13,2025-06-16,85.35,2025-06-17,81.936,sl,-4.0,93.1,96.42,1,2025,90-95
SARC,2025-07-30,2025-07-31,83.0,2025-08-01,79.68,sl,-4.0,95.4,110.39,1,2025,95-100
SARC,2025-08-06,2025-08-07,90.3,2025-08-08,97.524,tp,8.0,95.3,116.49,1,2025,95-100
SARC,2025-11-20,2025-11-21,83.1,2025-11-24,79.776,sl,-4.0,88.9,69.56,3,2025,80-90
SASML,2025-05-26,2025-05-27,73.0,2025-05-29,70.08,sl,-4.0,96.9,100.37,2,2025,95-100
SASML,2025-07-28,2025-07-29,109.95,2025-07-30,118.746,tp,8.0,96.2,131.08,1,2025,95-100
SASML,2025-07-31,2025-08-01,146.32,2025-08-04,158.0256,tp,8.0,97.2,189.04,3,2025,95-100
SASML,2025-08-05,2025-08-06,194.7,2025-08-07,210.276,tp,8.0,98.6,308.06,1,2025,95-100
SASML,2025-08-08,2025-08-11,245.0,2025-08-12,264.6,tp,8.0,99.3,485.05,1,2025,95-100
SASML,2025-12-05,2025-12-08,202.0,2025-12-09,193.92,sl,-4.0,97.1,200.1,1,2025,95-100
SASML,2025-12-16,2025-12-17,203.99,2025-12-18,195.8304,sl,-4.0,98.4,226.54,1,2025,95-100
SAZEW,2023-07-10,2023-07-11,60.73,2023-07-17,65.5884,tp,8.0,81.5,4.01,6,2023,80-90
SAZEW,2023-07-31,2023-08-01,72.02,2023-08-02,77.7816,tp,8.0,90.0,13.54,1,2023,80-90
SAZEW,2023-10-06,2023-10-09,101.1,2023-10-10,109.188,tp,8.0,98.8,69.81,1,2023,95-100
SAZEW,2023-12-01,2023-12-04,207.9,2023-12-06,224.532,tp,8.0,99.2,182.59,2,2023,95-100
SAZEW,2024-02-26,2024-02-27,359.1,2024-03-06,387.828,tp,8.0,100.0,347.21,8,2024,95-100
SAZEW,2024-03-07,2024-03-08,417.98,2024-03-12,401.2608,sl,-4.0,100.0,393.38,4,2024,95-100
SAZEW,2024-04-01,2024-04-02,425.0,2024-04-08,459.0,tp,8.0,99.6,378.99,6,2024,95-100
SAZEW,2024-04-15,2024-04-16,490.0,2024-04-19,529.2,tp,8.0,100.0,484.55,3,2024,95-100
SAZEW,2024-05-03,2024-05-06,757.9,2024-05-08,727.584,sl,-4.0,100.0,657.41,2,2024,95-100
SAZEW,2024-05-31,2024-06-03,799.97,2024-06-07,767.9712,sl,-4.0,100.0,672.29,4,2024,95-100
SAZEW,2024-06-13,2024-06-14,860.0,2024-06-20,825.6,sl,-4.0,100.0,718.66,6,2024,95-100
SAZEW,2024-07-03,2024-07-04,850.0,2024-07-05,918.0,tp,8.0,99.6,783.05,1,2024,95-100
SAZEW,2024-07-08,2024-07-09,1010.0,2024-07-10,1090.8,tp,8.0,99.6,941.58,1,2024,95-100
SAZEW,2024-11-06,2024-11-07,1125.0,2024-11-12,1080.0,sl,-4.0,97.8,222.67,5,2024,95-100
SAZEW,2024-12-09,2024-12-10,1174.9,2024-12-11,1127.904,sl,-4.0,97.8,169.31,1,2024,95-100
SAZEW,2025-02-04,2025-02-06,1145.0,2025-02-07,1099.2,sl,-4.0,97.2,131.08,1,2025,95-100
SAZEW,2025-04-14,2025-04-15,1204.1,2025-04-18,1300.428,tp,8.0,91.3,50.57,3,2025,90-95
SAZEW,2025-04-25,2025-04-28,1377.86,2025-04-29,1322.7456,sl,-4.0,91.7,55.93,1,2025,90-95
SBL,2021-11-03,2021-11-04,12.85,2021-11-05,12.336,sl,-4.0,94.5,56.41,1,2021,90-95
SBL,2022-01-10,2022-01-11,12.8,2022-01-12,13.824,tp,8.0,98.4,57.45,1,2022,95-100
SBL,2024-07-03,2024-07-04,12.49,2024-07-12,11.9904,sl,-4.0,83.4,13.43,8,2024,80-90
SCBPL,2023-08-28,2023-08-29,29.4,2023-08-30,28.224,sl,-4.0,94.2,26.04,1,2023,90-95
SCBPL,2023-10-26,2023-10-27,30.8,2023-10-31,33.264,tp,8.0,93.1,25.64,4,2023,90-95
SCBPL,2023-12-15,2023-12-18,36.0,2023-12-19,34.56,sl,-4.0,83.3,12.87,1,2023,80-90
SCBPL,2024-03-28,2024-03-29,42.0,2024-04-03,45.36,tp,8.0,85.4,10.38,5,2024,80-90
SCBPL,2024-04-08,2024-04-09,49.18,2024-04-15,53.1144,tp,8.0,92.6,40.22,6,2024,90-95
SCBPL,2024-05-27,2024-05-29,57.0,2024-06-06,61.56,tp,8.0,93.2,46.0,8,2024,90-95
SCBPL,2024-07-01,2024-07-02,69.9,2024-07-03,75.492,tp,8.0,95.1,86.32,1,2024,95-100
SCL,2022-08-30,2022-08-31,319.99,2022-09-01,307.1904,sl,-4.0,85.6,9.98,1,2022,80-90
SCL,2023-11-16,2023-11-17,370.0,2023-11-20,355.2,sl,-4.0,84.5,10.03,3,2023,80-90
SEARL,2024-11-13,2024-11-14,87.23,2024-11-15,83.7408,sl,-4.0,84.4,24.88,1,2024,80-90
SEARL,2024-12-04,2024-12-05,102.45,2024-12-06,110.646,tp,8.0,82.7,21.25,1,2024,80-90
SEARL,2024-12-09,2024-12-10,123.11,2024-12-12,118.1856,sl,-4.0,91.3,54.33,2,2024,90-95
SEL,2025-11-17,2025-11-18,25.4,2025-11-19,24.384,sl,-4.0,87.2,58.58,1,2025,80-90
SEL,2025-12-05,2025-12-08,37.65,2025-12-09,40.662,tp,8.0,95.7,154.98,1,2025,95-100
SERT,2025-05-16,2025-05-19,16.8,2025-05-20,16.128,sl,-4.0,87.3,29.29,1,2025,80-90
SERT,2025-09-24,2025-09-25,27.2,2025-09-26,26.112,sl,-4.0,85.3,51.67,1,2025,80-90
SERT,2025-10-10,2025-10-13,30.19,2025-10-14,32.6052,tp,8.0,89.2,71.25,1,2025,80-90
SERT,2025-10-20,2025-10-21,58.83,2025-10-22,63.5364,tp,8.0,98.2,244.06,1,2025,95-100
SERT,2025-10-23,2025-10-24,76.0,2025-10-27,72.96,sl,-4.0,98.9,379.2,3,2025,95-100
SGPL,2023-02-08,2023-02-09,7.0,2023-02-10,6.72,sl,-4.0,96.7,38.04,1,2023,95-100
SGPL,2023-05-08,2023-05-09,6.26,2023-05-10,6.0096,sl,-4.0,93.0,27.54,1,2023,90-95
SGPL,2023-05-24,2023-05-25,6.45,2023-05-26,6.966,tp,8.0,93.7,31.33,1,2023,90-95
SGPL,2023-07-27,2023-07-31,7.15,2023-08-01,6.864,sl,-4.0,84.0,6.77,1,2023,80-90
SGPL,2024-06-25,2024-06-26,10.47,2024-06-27,10.0512,sl,-4.0,90.6,37.07,1,2024,90-95
SGPL,2024-06-28,2024-07-01,13.1,2024-07-02,14.148,tp,8.0,96.3,89.47,1,2024,95-100
SGPL,2024-07-04,2024-07-05,17.9,2024-07-08,17.184,sl,-4.0,98.5,171.46,3,2024,95-100
SGPL,2024-12-19,2024-12-20,10.99,2024-12-23,10.5504,sl,-4.0,83.9,24.14,3,2024,80-90
SGPL,2025-11-20,2025-11-21,17.6,2025-11-24,16.896,sl,-4.0,85.5,50.93,3,2025,80-90
SGPL,2025-11-26,2025-11-27,22.22,2025-11-28,21.3312,sl,-4.0,93.2,105.64,1,2025,90-95
SGPL,2025-12-04,2025-12-05,23.0,2025-12-08,22.08,sl,-4.0,93.5,111.26,3,2025,90-95
SGPL,2025-12-11,2025-12-12,33.3,2025-12-15,35.964,tp,8.0,98.4,232.0,3,2025,95-100
SHCM,2025-10-31,2025-11-03,79.82,2025-11-04,86.2056,tp,8.0,93.4,147.61,1,2025,90-95
SHDT,2025-05-20,2025-05-21,29.16,2025-05-22,31.4928,tp,8.0,85.9,29.3,1,2025,80-90
SHDT,2025-05-23,2025-05-26,37.0,2025-05-27,35.52,sl,-4.0,94.0,71.44,1,2025,90-95
SHDT,2025-05-29,2025-05-30,48.0,2025-06-02,51.84,tp,8.0,97.9,124.88,3,2025,95-100
SHDT,2025-06-04,2025-06-05,61.9,2025-06-10,59.424,sl,-4.0,97.7,178.28,5,2025,95-100
SHDT,2025-06-17,2025-06-18,77.14,2025-06-19,83.3112,tp,8.0,98.3,281.05,1,2025,95-100
SHEL,2022-09-07,2022-09-08,130.0,2022-09-19,124.8,sl,-4.0,81.9,6.27,11,2022,80-90
