symbol,date,support_source,support_level,touch_depth_pct,lower_wick_ratio,close_position,recovery_ratio,body_ratio,volume_ma_ratio,trend_state,return_5d,return_10d,return_20d,max_favorable,max_adverse,entry_high,return_5d_breakout,return_10d_breakout,return_20d_breakout
AGP,2021-07-07,pivot,140.36,3.13,0.467,0.822,0.822,0.354,6.23,uptrend,-0.0712,-0.136,-0.2323,0.0063,-0.2363,141.36,-0.06,-0.06,-0.06
AGP,2021-07-12,pivot,146.14,0.1,0.4,0.79,0.79,0.39,0.35,uptrend,-0.0623,-0.144,-0.1708,0.0232,-0.2053,147.14,-0.06,-0.06,-0.06
AGP,2021-07-13,pivot,146.97,0.64,0.401,0.401,0.401,0.268,0.67,uptrend,-0.0894,-0.1802,-0.2015,-0.0267,-0.2233,147.97,-0.06,-0.06,-0.06
AGP,2021-07-15,pivot,145.11,1.41,0.401,0.401,0.401,0.149,0.13,uptrend,-0.096,-0.1751,-0.1593,0.0034,-0.1901,146.11,-0.06,-0.06,-0.06
AGP,2021-07-16,pivot,142.77,0.99,0.507,0.507,0.507,0.042,0.36,uptrend,-0.1409,-0.1703,-0.1688,-0.0238,-0.1928,143.77,-0.06,-0.06,-0.06
AGP,2021-07-23,pivot,140.13,1.88,0.36,0.456,0.456,0.096,0.2,uptrend,-0.1233,-0.1483,-0.1531,-0.0345,-0.1732,141.13,-0.06,-0.06,-0.06
AGP,2021-09-14,pivot,137.74,0.65,0.749,0.77,0.77,0.021,2.59,uptrend,-0.1546,-0.125,-0.2149,-0.0096,-0.2826,138.74,-0.06,-0.06,-0.06
AGP,2021-09-28,pivot,121.03,0.03,0.407,0.826,0.826,0.419,0.3,uptrend,-0.0933,-0.1131,-0.1282,-0.0124,-0.1896,122.03,-0.06,-0.06,-0.06
AGP,2022-03-30,pivot,86.01,2.29,0.52,0.765,0.765,0.245,1.52,uptrend,-0.0506,-0.0026,-0.0122,0.1011,-0.0682,87.01,-0.06,-0.0126,-0.0222
AGP,2022-04-20,pivot,86.39,1.59,0.475,0.475,0.475,0.023,0.11,uptrend,-0.0122,-0.0566,-0.0906,0.0205,-0.146,87.39,-0.0222,-0.06,-0.06
AGP,2022-04-25,pivot,84.25,0.14,0.415,0.415,0.415,0.585,0.14,uptrend,-0.0662,-0.0887,-0.0774,0.0104,-0.1545,85.25,-0.06,-0.06,-0.06
AGP,2022-06-21,pivot,86.82,0.08,0.42,0.928,0.928,0.507,0.6,uptrend,-0.0404,-0.0576,-0.1443,0.0116,-0.1684,87.82,-0.0504,-0.06,-0.06
AGP,2022-06-30,pivot,86.44,0.51,0.418,0.418,0.418,0.031,1.28,uptrend,-0.0996,-0.1351,-0.1288,-0.0221,-0.1654,87.44,-0.06,-0.06,-0.06
AGP,2022-10-12,pivot,79.56,0.33,0.618,0.639,0.639,0.021,1.14,uptrend,-0.0588,-0.1065,-0.1113,-0.012,-0.1634,80.56,-0.06,-0.06,-0.06
AGP,2023-05-04,pivot,55.5,5.22,0.805,0.805,0.805,0.195,0.57,uptrend,-0.0704,-0.0902,-0.1039,-0.0004,-0.1404,56.5,-0.06,-0.06,-0.06
AGP,2023-07-04,pivot,57.51,1.58,0.38,0.866,0.866,0.486,1.81,uptrend,0.0698,0.0043,-0.0005,0.1,-0.0492,58.51,0.0598,-0.0057,-0.0105
AGP,2023-07-26,pivot,59.36,2.24,0.514,0.514,0.514,0.13,0.59,uptrend,-0.0206,-0.0548,-0.1836,0.0459,-0.1868,60.36,-0.030600000000000002,-0.06,-0.06
AGP,2023-10-09,pivot,53.27,2.19,0.34,0.608,0.608,0.268,0.2,uptrend,0.0815,0.1052,0.1573,0.1644,-0.029,54.27,0.07150000000000001,0.0952,0.1473
AGP,2023-10-18,pivot,57.69,0.2,0.411,0.866,0.866,0.455,5.71,uptrend,-0.0246,-0.0099,0.0656,0.095,-0.0494,58.69,-0.0346,-0.0199,0.055600000000000004
AGP,2023-12-11,pivot,72.62,0.56,0.421,0.421,0.421,0.579,1.42,uptrend,0.0105,-0.0949,-0.0466,0.0365,-0.1282,73.62,0.0005000000000000004,-0.06,-0.056600000000000004
AGP,2023-12-13,pivot,71.65,3.01,0.501,0.743,0.743,0.242,1.15,uptrend,-0.0659,-0.0853,-0.0742,0.0065,-0.1534,72.65,-0.06,-0.06,-0.06
AGP,2023-12-20,pivot,68.35,1.24,0.635,0.792,0.792,0.157,0.28,uptrend,-0.0321,-0.013,-0.0483,0.0217,-0.1041,69.35,-0.0421,-0.023,-0.058300000000000005
AGP,2023-12-27,pivot,65.43,2.17,0.474,0.977,0.977,0.504,0.32,uptrend,0.0582,0.0287,0.0188,0.0735,-0.0368,66.43,0.0482,0.0187,0.0088
AGP,2024-01-10,pivot,69.77,2.4,,0.649,0.649,,0.04,uptrend,-0.0265,-0.0235,-0.0789,0.0007,-0.0872,70.77,-0.0365,-0.0335,-0.06
AGP,2024-02-27,pivot,77.33,0.43,,0.768,0.768,,0.18,uptrend,-0.0423,-0.0919,-0.1008,-0.0063,-0.1217,78.33,-0.0523,-0.06,-0.06
AGP,2024-02-28,pivot,77.18,4.69,,0.876,0.876,,0.17,uptrend,-0.0365,-0.115,-0.0684,-0.0071,-0.1161,78.18,-0.0465,-0.06,-0.06
AGP,2024-03-01,pivot,75.38,0.48,,0.888,0.888,,0.18,uptrend,-0.0488,-0.0809,-0.0234,0.0033,-0.0987,76.38,-0.058800000000000005,-0.06,-0.0334
AGP,2024-03-04,pivot,75.27,0.75,,0.831,0.831,,0.08,uptrend,-0.0451,-0.0833,-0.0485,-0.0098,-0.1016,76.27,-0.0551,-0.06,-0.0585
AGP,2024-03-05,pivot,75.05,1.4,,0.46,0.46,,0.12,uptrend,-0.062,-0.0719,-0.0469,-0.0033,-0.0927,76.05,-0.06,-0.06,-0.0569
AGP,2024-03-11,pivot,71.19,1.65,,0.623,0.623,,0.85,uptrend,-0.0617,-0.0564,0.0655,0.094,-0.0805,72.19,-0.06,-0.06,0.0555
AGP,2024-03-29,pivot,72.8,0.42,,0.688,0.688,,0.42,uptrend,0.0848,0.0728,0.0863,0.1267,-0.0573,73.8,0.0748,0.06280000000000001,0.0763
AGP,2024-04-02,pivot,71.65,0.21,,0.411,0.411,,0.18,uptrend,0.047,0.1389,0.2245,0.2245,-0.0264,72.65,0.037,0.1289,0.2145
AGP,2024-04-03,pivot,71.43,1.03,,0.992,0.992,,1.75,uptrend,0.0833,0.1328,0.2282,0.2715,0.0508,72.43,0.0733,0.1228,0.21819999999999998
AGP,2024-04-22,pivot,80.34,0.37,,0.598,0.598,,1.56,uptrend,-0.0413,0.0523,0.0683,0.1479,-0.0621,81.34,-0.051300000000000005,0.0423,0.0583
AGP,2024-05-06,pivot,80.04,0.05,,0.84,0.84,,1.03,uptrend,0.1252,0.0812,-0.0017,0.1653,-0.0077,81.04,0.11520000000000001,0.0712,-0.0117
AGP,2024-05-08,pivot,85.53,0.45,,0.513,0.513,,2.49,uptrend,-0.0158,0.0021,-0.1174,0.0595,-0.1316,86.53,-0.025800000000000003,-0.0079,-0.06
AGP,2024-06-20,pivot,88.9,0.39,,0.892,0.892,,1.9,uptrend,-0.0489,0.0587,0.0117,0.0945,-0.0807,89.9,-0.0589,0.0487,0.0017000000000000001
AGP,2024-06-26,pivot,87.8,1.47,,0.803,0.803,,2.77,uptrend,0.0564,0.1024,0.0692,0.1572,-0.0208,88.8,0.0464,0.09240000000000001,0.059199999999999996
AGP,2024-07-01,pivot,90.08,2.31,,0.931,0.931,,0.69,uptrend,0.0491,0.0885,0.0259,0.1048,-0.0651,91.08,0.039099999999999996,0.0785,0.015899999999999997
AGP,2024-07-03,pivot,92.86,0.93,,0.748,0.748,,0.69,uptrend,0.036,0.0259,-0.0051,0.0875,-0.0797,93.86,0.025999999999999995,0.015899999999999997,-0.0151
AGP,2024-07-10,pivot,95.15,0.05,,0.683,0.683,,3.31,uptrend,-0.0236,-0.0436,-0.0387,0.0351,-0.1241,96.15,-0.0336,-0.0536,-0.0487
AGP,2024-07-12,pivot,97.05,2.51,,0.748,0.748,,0.7,uptrend,-0.0527,-0.0319,-0.0502,0.0248,-0.1493,98.05,-0.06,-0.0419,-0.06
AGP,2024-07-23,pivot,94.3,1.38,,0.492,0.492,,0.04,uptrend,-0.0018,-0.0466,-0.0311,0.0246,-0.1228,95.3,-0.0118,-0.056600000000000004,-0.0411
AGP,2024-07-26,pivot,94.61,7.89,,0.905,0.905,,0.07,uptrend,-0.0185,-0.0036,0.1035,0.1583,-0.1094,95.61,-0.028499999999999998,-0.013600000000000001,0.0935
AGP,2024-08-06,pivot,92.73,1.78,,0.428,0.428,,0.08,uptrend,0.0005,-0.0101,0.0278,0.1656,-0.1038,93.73,-0.0095,-0.0201,0.017799999999999996
AGP,2024-08-09,pivot,93.11,1.18,,0.912,0.912,,0.21,uptrend,-0.0319,0.1035,0.0572,0.1583,-0.1094,94.11,-0.0419,0.0935,0.0472
AGP,2024-08-13,pivot,92.05,7.12,,0.865,0.865,,0.48,uptrend,-0.0264,0.0255,0.048,0.1464,-0.0564,93.05,-0.0364,0.015499999999999998,0.038
AGP,2024-08-22,pivot,92.63,1.19,,0.566,0.566,,1.22,uptrend,0.0172,0.0034,0.1545,0.161,-0.0196,93.63,0.0072,-0.0066,0.1445
AGP,2024-08-28,pivot,97.96,3.02,,0.746,0.746,,2.23,uptrend,-0.0291,0.0066,0.1106,0.1437,-0.0395,98.96,-0.0391,-0.0034000000000000002,0.10060000000000001
AGP,2024-09-09,pivot,97.38,0.33,,0.638,0.638,,0.62,uptrend,0.0196,0.073,0.1155,0.125,-0.0471,98.38,0.0096,0.063,0.10550000000000001
AGP,2024-09-12,pivot,100.81,0.26,,0.853,0.853,,0.23,uptrend,0.0941,0.0847,0.1546,0.1932,0.0086,101.81,0.08410000000000001,0.0747,0.14459999999999998
AGP,2024-10-01,pivot,109.33,5.67,,0.93,0.93,,0.4,uptrend,0.0176,0.0552,0.0839,0.1447,-0.0789,110.33,0.007600000000000001,0.0452,0.07390000000000001
AGP,2024-10-10,pivot,115.38,0.11,,0.895,0.895,,1.29,uptrend,0.0126,0.0573,0.1919,0.2698,-0.024,116.38,0.0026,0.047299999999999995,0.18189999999999998
AGP,2024-10-24,pivot,125.55,0.44,,0.919,0.919,,0.66,uptrend,0.0083,0.1255,0.3371,0.4075,-0.0596,126.55,-0.0017000000000000001,0.1155,0.3271
AGP,2024-10-28,pivot,126.63,0.11,,0.729,0.729,,1.52,uptrend,0.1008,0.2335,0.2163,0.3815,-0.0769,127.63,0.0908,0.2235,0.20629999999999998
AGP,2024-11-01,pivot,126.77,1.16,,0.895,0.895,,0.26,uptrend,0.1086,0.1383,0.217,0.3658,-0.0114,127.77,0.09860000000000001,0.1283,0.207
AGP,2024-12-09,pivot,161.17,0.73,,0.834,0.834,,1.12,uptrend,-0.0239,-0.0174,-0.0103,0.026,-0.1195,162.17,-0.0339,-0.0274,-0.0203
AGP,2024-12-13,pivot,167.09,0.65,,0.684,0.684,,1.6,uptrend,-0.0815,-0.0192,-0.0253,0.0054,-0.1371,168.09,-0.06,-0.029199999999999997,-0.0353
AGP,2024-12-19,pivot,154.7,0.71,,0.715,0.715,,0.62,uptrend,0.0443,0.0459,0.1096,0.1698,-0.0366,155.7,0.0343,0.0359,0.09960000000000001
AGP,2025-01-03,pivot,169.19,3.87,,0.842,0.842,,0.43,uptrend,-0.0232,0.0507,0.0016,0.1252,-0.0416,170.19,-0.0332,0.0407,-0.0084
AGP,2025-01-14,pivot,170.33,0.37,,0.856,0.856,,0.3,uptrend,0.0444,0.0122,-0.065,0.1124,-0.0838,171.33,0.0344,0.0022000000000000006,-0.06
AGP,2025-03-07,pivot,186.75,1.47,,0.812,0.812,,0.35,uptrend,-0.0012,0.0031,0.014,0.0532,-0.0763,187.75,-0.0112,-0.0069,0.004
AGP,2025-03-11,pivot,188.75,2.51,,0.467,0.467,,0.61,uptrend,0.0034,0.0087,0.0547,0.0824,-0.0761,189.75,-0.0066,-0.0013000000000000008,0.0447
AGP,2025-03-14,pivot,188.48,1.84,,0.667,0.667,,0.11,uptrend,-0.0079,0.0065,0.0312,0.0703,-0.0865,189.48,-0.0179,-0.0035000000000000005,0.021199999999999997
AGP,2025-03-18,pivot,188.57,0.17,,0.602,0.602,,0.23,uptrend,-0.0025,-0.0163,0.0321,0.0704,-0.0864,189.57,-0.0125,-0.026299999999999997,0.022099999999999995
AGP,2025-03-24,pivot,189.65,1.32,,0.871,0.871,,0.34,uptrend,0.0124,0.0151,0.0918,0.1169,-0.0888,190.65,0.0023999999999999994,0.0051,0.08180000000000001
AGP,2025-03-26,pivot,190.1,0.58,,0.432,0.432,,0.14,uptrend,-0.0078,0.0457,0.0795,0.1489,-0.0841,191.1,-0.0178,0.035699999999999996,0.0695
AGP,2025-04-03,pivot,188.66,0.05,,0.862,0.862,,0.46,uptrend,-0.0075,0.0206,-0.0746,0.1341,-0.1076,189.66,-0.0175,0.0106,-0.06
AGP,2025-04-09,pivot,187.93,1.49,,0.85,0.85,,0.57,uptrend,0.0236,0.0973,-0.2148,0.152,-0.2156,188.93,0.0136,0.0873,-0.06
AGP,2025-04-24,pivot,205.96,0.71,,0.519,0.519,,1.72,uptrend,-0.1509,-0.2464,-0.1237,0.0406,-0.3284,206.96,-0.06,-0.06,-0.06
AGP,2025-04-29,pivot,200.15,4.07,,0.718,0.718,,3.32,uptrend,-0.2166,-0.1388,-0.1373,-0.0632,-0.3318,201.15,-0.06,-0.06,-0.06
AGP,2025-07-01,pivot,187.98,1.05,,0.73,0.73,,2.0,uptrend,0.0129,0.0185,0.0262,0.0459,-0.0408,188.98,0.0029,0.008499999999999999,0.0162
AGP,2025-07-04,pivot,188.85,0.45,,0.628,0.628,,1.32,uptrend,0.0476,0.0284,0.0364,0.0683,-0.0047,189.85,0.0376,0.0184,0.0264
AGP,2025-07-16,pivot,198.0,1.01,,0.893,0.893,,0.52,uptrend,-0.0368,-0.0165,0.0425,0.0794,-0.0522,199.0,-0.0468,-0.026500000000000003,0.0325
AGP,2025-07-21,pivot,194.9,0.46,,0.752,0.752,,0.35,uptrend,-0.0027,0.0161,0.0648,0.0941,-0.0393,195.9,-0.0127,0.0060999999999999995,0.054799999999999995
AGP,2025-08-13,pivot,210.53,1.15,,0.401,0.401,,0.38,uptrend,-0.004,-0.0914,-0.1079,0.0282,-0.131,211.53,-0.014,-0.06,-0.06
AGP,2025-08-18,pivot,209.13,0.99,,0.675,0.675,,1.64,uptrend,-0.0168,-0.0985,-0.121,0.0282,-0.1753,210.13,-0.026799999999999997,-0.06,-0.06
AGP,2025-08-25,pivot,207.93,1.17,,0.873,0.873,,0.45,uptrend,-0.0856,-0.1098,-0.0645,-0.0,-0.1635,208.93,-0.06,-0.06,-0.06
AGP,2026-01-06,pivot,211.99,0.39,,0.89,0.89,,1.39,uptrend,-0.0136,0.0225,-0.0268,0.0451,-0.0751,212.99,-0.0236,0.012499999999999999,-0.0368
AGP,2026-01-21,pivot,224.66,2.02,,0.497,0.497,,0.26,uptrend,-0.0591,-0.057,-0.0732,0.1345,-0.0995,225.66,-0.06,-0.06,-0.06
AGP,2026-01-30,pivot,205.85,0.26,,0.702,0.702,,0.49,uptrend,0.104,0.1062,-0.0785,0.2144,-0.0785,206.85,0.094,0.09620000000000001,-0.06
AGP,2026-02-18,pivot,221.0,0.27,,0.789,0.789,,0.49,uptrend,-0.0671,-0.1822,-0.1788,0.0218,-0.2649,222.0,-0.06,-0.06,-0.06
AGP,2026-02-26,pivot,212.99,0.46,,0.856,0.856,,0.13,uptrend,-0.121,-0.0938,-0.2181,-0.0089,-0.2378,213.99,-0.06,-0.06,-0.06
AHCL,2020-04-30,pivot,26.4,1.52,0.573,0.573,0.573,0.427,1.18,uptrend,-0.0715,-0.0241,0.1327,0.2212,-0.0973,27.4,-0.06,-0.0341,0.12270000000000002
AHCL,2020-05-20,pivot,26.83,1.04,0.474,0.474,0.474,0.011,0.31,uptrend,0.1764,0.1636,0.0545,0.2545,-0.0396,27.83,0.1664,0.1536,0.0445
AHCL,2020-06-05,pivot,30.01,1.36,0.453,0.453,0.453,0.145,2.37,uptrend,-0.1049,-0.0761,-0.046,0.0582,-0.1374,31.01,-0.06,-0.06,-0.056
AHCL,2020-06-22,pivot,28.73,0.85,0.598,0.598,0.598,0.402,0.06,uptrend,0.0166,0.0166,0.1366,0.2199,-0.0508,29.73,0.0066,0.0066,0.1266
AHCL,2020-07-01,pivot,29.64,0.3,0.474,0.474,0.474,0.526,0.04,uptrend,-0.0164,0.0492,0.0984,0.1803,-0.0456,30.64,-0.0264,0.0392,0.0884
AHCL,2020-07-07,pivot,30.09,1.88,0.49,0.49,0.49,0.0,0.06,uptrend,0.0515,0.0997,0.0692,0.1803,-0.0407,31.09,0.041499999999999995,0.0897,0.059199999999999996
AHCL,2020-07-23,pivot,32.83,0.98,0.471,0.471,0.471,0.529,1.29,uptrend,-0.0173,0.0572,0.1326,0.2143,-0.0459,33.83,-0.027299999999999998,0.0472,0.1226
AHCL,2020-07-28,pivot,33.22,0.65,0.8,0.8,0.8,0.033,0.52,uptrend,-0.0295,0.0491,0.1161,0.2125,-0.0402,34.22,-0.0395,0.039099999999999996,0.1061
AHCL,2020-07-30,pivot,33.33,2.05,0.889,0.889,0.889,0.083,0.6,uptrend,0.0745,0.1481,0.2324,0.242,-0.023,34.33,0.0645,0.1381,0.2224
AHCL,2020-09-02,pivot,39.52,1.2,0.726,0.726,0.726,0.263,0.05,uptrend,0.1137,0.1373,0.0693,0.1655,-0.0373,40.52,0.1037,0.1273,0.0593
AHCL,2020-09-10,pivot,43.9,0.89,0.471,0.471,0.471,0.529,0.4,uptrend,0.0139,-0.0649,-0.1021,0.0465,-0.2139,44.9,0.003899999999999999,-0.06,-0.06
AHCL,2020-09-11,pivot,43.49,1.93,0.614,0.614,0.614,0.029,2.22,uptrend,-0.0661,-0.0501,-0.1128,0.0418,-0.2174,44.49,-0.06,-0.06,-0.06
AHCL,2020-09-22,pivot,42.28,1.73,0.418,0.797,0.797,0.38,0.28,uptrend,-0.0363,-0.1218,-0.0765,-0.0275,-0.2303,43.28,-0.0463,-0.06,-0.06
AHCL,2020-10-06,pivot,36.17,3.17,0.401,1.0,1.0,0.599,0.15,uptrend,-0.024,0.0516,0.026,0.1199,-0.049,37.17,-0.034,0.0416,0.016
AHCL,2021-01-15,pivot,40.89,2.01,0.748,0.748,0.748,0.21,0.05,uptrend,-0.012,0.0094,-0.0366,0.053,-0.0602,41.89,-0.022,-0.0005999999999999998,-0.0466
AHCL,2021-01-28,pivot,40.25,3.1,0.33,0.757,0.757,0.428,0.44,uptrend,-0.0389,-0.1055,-0.1085,-0.0231,-0.1119,41.25,-0.0489,-0.06,-0.06
AHCL,2021-02-04,pivot,41.68,0.2,0.444,0.444,0.444,0.0,6.48,uptrend,-0.0802,-0.0461,-0.0955,-0.0118,-0.1315,42.68,-0.06,-0.056100000000000004,-0.06
AHCL,2021-05-24,pivot,36.98,2.6,0.556,0.879,0.879,0.323,0.19,uptrend,0.0097,0.0157,-0.0065,0.0458,-0.0452,37.98,-0.0002999999999999999,0.0056999999999999985,-0.0165
AHCL,2021-06-01,pivot,38.41,0.53,0.612,0.612,0.612,0.388,0.55,uptrend,-0.0349,-0.0484,-0.0418,0.0127,-0.0633,39.41,-0.0449,-0.0584,-0.0518
AHCL,2021-06-03,pivot,38.27,0.44,0.506,0.792,0.792,0.287,0.82,uptrend,-0.0401,-0.0532,-0.0221,0.0201,-0.0722,39.27,-0.0501,-0.06,-0.032100000000000004
AHCL,2021-06-21,pivot,37.73,1.5,0.884,0.884,0.884,0.116,0.04,uptrend,-0.0234,-0.0055,-0.0029,0.0674,-0.0291,38.73,-0.0334,-0.0155,-0.0129
AHCL,2022-04-11,pivot,38.36,0.67,0.878,0.967,0.967,0.089,0.66,uptrend,-0.0128,-0.0169,-0.0636,0.0564,-0.0908,39.36,-0.0228,-0.0269,-0.06
AHCL,2022-10-05,pivot,35.25,0.71,0.969,1.0,1.0,0.031,1.21,uptrend,0.0006,0.0172,-0.055,0.0267,-0.1345,36.25,-0.0094,0.0072,-0.06
AHCL,2023-07-13,pivot,27.91,1.46,0.3,0.8,0.8,0.5,0.35,uptrend,-0.0112,-0.0175,-0.0319,0.0168,-0.0628,28.91,-0.0212,-0.027500000000000004,-0.0419
AHCL,2023-08-22,pivot,27.14,1.06,0.69,0.774,0.774,0.083,0.28,uptrend,-0.004,0.0043,-0.061,0.0076,-0.0755,28.14,-0.014,-0.0057,-0.06
AHCL,2023-09-07,pivot,27.89,3.38,0.473,0.855,0.855,0.382,3.3,uptrend,-0.0171,-0.0545,-0.0905,0.0142,-0.1182,28.89,-0.0271,-0.06,-0.06
AHCL,2023-11-03,pivot,29.57,1.92,0.351,0.972,0.972,0.621,0.63,uptrend,-0.0424,0.0179,-0.0581,0.0631,-0.0597,30.57,-0.0524,0.007899999999999999,-0.06
AHCL,2023-11-07,pivot,31.13,0.42,0.562,0.562,0.562,0.427,0.57,uptrend,-0.0279,-0.0132,-0.0213,0.0618,-0.0608,32.129999999999995,-0.0379,-0.0232,-0.0313
AHCL,2023-11-23,pivot,31.11,0.35,0.51,0.541,0.541,0.031,0.68,uptrend,-0.0619,-0.0006,0.1326,0.2351,-0.0635,32.11,-0.06,-0.0106,0.1226
AHCL,2023-11-28,pivot,30.67,2.2,0.7,0.7,0.7,0.3,0.87,uptrend,-0.0054,0.209,0.1631,0.266,-0.0401,31.67,-0.0154,0.19899999999999998,0.15309999999999999
AHCL,2023-12-13,pivot,36.49,0.65,0.974,0.974,0.974,0.013,0.61,uptrend,-0.0222,-0.0267,-0.0311,0.067,-0.0743,37.49,-0.0322,-0.0367,-0.0411
AHCL,2023-12-19,pivot,37.1,5.5,0.552,0.794,0.794,0.242,0.5,uptrend,-0.0192,-0.0005,0.0219,0.0703,-0.0738,38.1,-0.029199999999999997,-0.0105,0.011899999999999999
AHCL,2023-12-20,pivot,35.44,3.3,0.365,0.734,0.734,0.369,0.51,uptrend,-0.0236,0.0024,0.0238,0.0732,-0.0583,36.44,-0.0336,-0.007600000000000001,0.013800000000000002
AHCL,2023-12-29,pivot,35.34,0.54,0.906,0.906,0.906,0.094,0.39,uptrend,0.0108,0.0233,0.0406,0.1,-0.0222,36.34,0.0008000000000000004,0.013300000000000001,0.030599999999999995
AHCL,2024-01-03,pivot,36.99,0.23,,0.8,0.8,,0.04,uptrend,-0.0184,0.0219,0.0197,0.0703,-0.0486,37.99,-0.0284,0.011899999999999999,0.009699999999999999
AHCL,2024-01-04,pivot,36.92,4.66,,0.994,0.994,,0.56,uptrend,-0.0305,0.0211,0.0335,0.0703,-0.0486,37.92,-0.0405,0.0111,0.0235
AHCL,2024-01-08,pivot,35.98,0.96,,0.955,0.955,,0.53,uptrend,0.0079,0.0378,0.0204,0.1116,-0.0422,36.98,-0.0020999999999999994,0.0278,0.010400000000000001
AHCL,2024-01-09,pivot,35.97,0.19,,0.976,0.976,,0.43,uptrend,0.0343,0.0463,0.0136,0.1119,-0.0419,36.97,0.024299999999999995,0.0363,0.003599999999999999
AHCL,2024-01-10,pivot,36.17,0.46,,0.5,0.5,,0.44,uptrend,0.0319,0.0308,0.0049,0.1149,-0.0393,37.17,0.021899999999999996,0.0208,-0.0051
AHCL,2024-01-11,pivot,36.0,1.86,,0.74,0.74,,0.77,uptrend,0.0477,0.03,0.0308,0.1328,-0.0238,37.0,0.0377,0.019999999999999997,0.0208
AHCL,2024-01-15,pivot,36.21,2.8,,0.418,0.418,,0.37,uptrend,-0.0369,-0.0455,-0.072,0.0316,-0.1111,37.21,-0.046900000000000004,-0.0555,-0.06
AHCL,2024-01-22,pivot,37.25,1.19,,0.78,0.78,,0.05,uptrend,-0.014,0.0003,-0.0476,0.0753,-0.1274,38.25,-0.024,-0.0097,-0.057600000000000005
AHCL,2024-01-23,pivot,37.03,0.08,,0.6,0.6,,0.47,uptrend,-0.0283,-0.036,-0.0967,0.0501,-0.1478,38.03,-0.0383,-0.046,-0.06
AHCL,2024-01-25,pivot,37.84,2.21,,0.786,0.786,,0.13,uptrend,-0.0066,-0.0305,-0.0782,0.0756,-0.1272,38.84,-0.0166,-0.0405,-0.06
AHCL,2024-01-26,pivot,37.19,0.5,,0.636,0.636,,0.05,uptrend,0.0274,-0.0013,-0.0725,0.0975,-0.1093,38.19,0.0174,-0.011300000000000001,-0.06
AHCL,2024-01-29,pivot,37.02,0.35,,0.57,0.57,,0.08,uptrend,0.0029,-0.0238,-0.0842,0.0781,-0.1251,38.02,-0.0071,-0.033800000000000004,-0.06
AHCL,2024-01-31,pivot,37.27,0.72,,0.797,0.797,,0.1,uptrend,-0.0146,-0.0593,-0.0738,0.081,-0.1228,38.27,-0.0246,-0.06,-0.06
AHCL,2024-02-01,pivot,37.16,0.42,,0.83,0.83,,0.13,uptrend,-0.028,-0.0626,-0.0702,0.0784,-0.1249,38.16,-0.038,-0.06,-0.06
AHCL,2024-02-02,pivot,37.19,0.2,,0.848,0.848,,0.26,uptrend,-0.033,-0.0749,-0.0762,0.0627,-0.1376,38.19,-0.043000000000000003,-0.06,-0.06
AHCL,2024-02-06,pivot,37.43,3.12,,0.902,0.902,,3.92,uptrend,-0.0314,-0.0526,-0.0652,0.0697,-0.132,38.43,-0.0414,-0.06,-0.06
AHCL,2024-02-12,pivot,37.24,5.48,,0.9,0.9,,0.09,uptrend,-0.0403,-0.0538,0.03,0.0562,-0.1041,38.24,-0.050300000000000004,-0.06,0.019999999999999997
AHCL,2024-03-08,pivot,35.72,0.75,,0.584,0.584,,0.53,uptrend,-0.0404,-0.0279,-0.002,0.0491,-0.1018,36.72,-0.0504,-0.0379,-0.012
AHCL,2024-03-12,pivot,37.33,2.17,,0.474,0.474,,0.06,uptrend,-0.0174,-0.012,-0.02,0.066,-0.0874,38.33,-0.0274,-0.022,-0.03
AHCL,2024-03-15,pivot,37.4,2.35,,1.0,1.0,,0.13,uptrend,0.0131,0.0587,0.0256,0.0933,-0.0213,38.4,0.0031000000000000003,0.0487,0.015600000000000001
AHCL,2024-03-19,pivot,37.76,0.72,,0.588,0.588,,0.23,uptrend,,0.0395,0.0471,0.0789,-0.0342,38.76,,0.0295,0.0371
AHCL,2024-03-20,pivot,37.52,2.19,,0.76,0.76,,0.28,uptrend,0.0008,0.0477,0.0477,0.0804,-0.0208,38.52,-0.0092,0.0377,0.0377
AHCL,2024-03-25,pivot,37.93,0.07,,0.95,0.95,,0.1,uptrend,0.0459,0.0144,0.0105,0.0761,-0.0289,38.93,0.0359,0.004399999999999999,0.0005000000000000004
AHCL,2024-03-27,pivot,37.99,2.19,,0.976,0.976,,0.37,uptrend,0.0463,0.0092,0.0468,0.0868,-0.0263,38.99,0.0363,-0.0008000000000000004,0.0368
AHCL,2024-04-08,pivot,39.3,2.39,,1.0,1.0,,0.53,uptrend,-0.0138,-0.0146,0.0192,0.0641,-0.0513,40.3,-0.0238,-0.0246,0.009199999999999998
AHCL,2024-04-09,pivot,38.57,1.49,,0.67,0.67,,0.25,uptrend,0.0074,-0.0121,0.0518,0.0649,-0.0506,39.57,-0.0026,-0.0221,0.0418
AHCL,2024-04-17,pivot,37.83,0.22,,0.632,0.632,,6.54,uptrend,0.0333,0.0095,0.0244,0.0641,-0.0513,38.83,0.0233,-0.0005000000000000004,0.014400000000000001
AHCL,2024-04-18,pivot,37.86,0.16,,0.943,0.943,,2.83,uptrend,-0.0018,0.0179,0.1156,0.1156,-0.039,38.86,-0.0118,0.007899999999999999,0.1056
AHCL,2024-04-22,pivot,38.54,1.12,,1.0,1.0,,0.04,uptrend,0.0103,0.0181,0.0832,0.1121,-0.0701,39.54,0.0002999999999999999,0.008100000000000001,0.0732
