sector,symbol,start,end,kind,outcome,direction,breakout_idx,type_trigger,entry_price,lfd_level,r_lfd_denom,rolling_status,rolling_stop,r_rolling_denom,lfd_hit_bar,rolling_hit_bar,anchor_bar,simultaneous_hit,horizon_reached,realized_R_lfd,realized_R_rolling
AUTOMOBILE ASSEMBLER,SAZEW,2000,2080,descending,up,up,2085,1.0,24.4019,23.2399,1.1620000000000026,skipped_risk_gt_6pct,22.77,,,,2175,False,True,1.3699655765920786,
COMMERCIAL BANKS,SBL,2880,2960,descending,up,up,2975,4.0,8.16,7.0,1.1600000000000001,no_valid_consolidation,,,3000.0,,3000,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,SCL,1800,1880,symmetrical,sequential,down,1894,4.0,195.858,220.9723,25.114299999999986,no_valid_consolidation,,,1905.0,,1905,False,False,-1.0,
PHARMACEUTICALS,SEARL,1040,1120,descending,down,down,1122,3.0,23.4085,24.4394,1.030899999999999,skipped_risk_gt_6pct,25.09,,1128.0,,1128,False,False,-1.0,
PHARMACEUTICALS,SEARL,1280,1360,descending,up,up,1361,4.0,28.1809,27.6654,0.5154999999999994,no_valid_consolidation,,,1362.0,,1362,False,False,-1.0,
PHARMACEUTICALS,SEARL,1560,1640,descending,up,up,1651,2.0,20.4135,19.596,0.817499999999999,ok,19.4,1.0135000000000005,,,1741,False,True,4.381162079510711,3.5338924518993586
PHARMACEUTICALS,SEARL,4160,4240,descending,down,down,4248,1.0,83.5,104.3,20.799999999999997,skipped_risk_gt_6pct,105.55,,,,4338,False,True,1.4177884615384617,
PHARMACEUTICALS,SEARL,4640,4720,descending,sequential,down,4729,4.0,56.09,58.21,2.1199999999999974,ok,59.07,2.979999999999997,4731.0,4733.0,4731,False,False,-1.0,-0.36577181208053605
POWER GENERATION & DISTRIBUTION,SEL,880,960,descending,up,up,970,4.0,19.76,19.75,0.010000000000001563,ok,19.3,0.46000000000000085,973.0,974.0,973,False,False,-1.0,-0.5434782608695642
PAPER & BOARD,SEPL,320,400,symmetrical,up,up,401,4.0,58.17,55.7609,2.4091000000000022,skipped_risk_gt_6pct,53.61,,404.0,,404,False,False,-1.0,
PAPER & BOARD,SEPL,3760,3840,descending,up,up,3871,2.0,117.38,112.6,4.780000000000001,no_valid_consolidation,,,3893.0,,3893,False,False,-1.0,
PAPER & BOARD,SEPL,4200,4280,ascending,down,down,4282,4.0,135.16,138.9,3.740000000000009,ok,141.5,6.340000000000003,4284.0,4324.0,4284,False,False,-1.0,0.14668769716088428
OIL & GAS MARKETING COMPANIES,SHEL,480,560,descending,up,up,561,1.0,213.8553,208.9703,4.884999999999991,ok,206.88,6.975300000000004,577.0,649.0,577,False,False,-1.0,0.879302682321906
OIL & GAS MARKETING COMPANIES,SHEL,960,1040,descending,up,up,1042,4.0,171.2073,166.3182,4.889100000000013,ok,164.29,6.9173000000000116,1045.0,,1045,False,False,-1.0,-0.22699608228644083
OIL & GAS MARKETING COMPANIES,SHEL,3360,3440,ascending,down,down,3441,1.0,191.7087,202.0375,10.328800000000001,no_valid_consolidation,,,,,3531,False,True,6.525966230346215,
FOOD & PERSONAL CARE PRODUCTS,SHEZ,600,680,ascending,down,down,681,4.0,118.86,121.0,2.1400000000000006,skipped_risk_gt_6pct,126.25,,683.0,,683,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,SHEZ,3040,3120,descending,up,up,3121,1.0,175.74,151.01,24.730000000000018,no_valid_consolidation,,,3132.0,,3132,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,SHEZ,3320,3400,symmetrical,up,up,3406,1.0,239.36,226.0,13.360000000000014,skipped_risk_gt_6pct,222.75,,,,3426,False,True,-0.4184131736526944,
MISCELLANEOUS,SHFA,40,120,descending,sequential,down,133,4.0,14.5,15.5,1.0,skipped_risk_gt_6pct,16.01,,136.0,,136,False,False,-1.0,
MISCELLANEOUS,SHFA,720,800,descending,down,down,803,3.0,19.25,21.45,2.1999999999999993,no_valid_consolidation,,,,,893,False,True,1.5227272727272732,
MISCELLANEOUS,SHFA,1120,1200,descending,up,up,1208,2.0,32.9,31.0,1.8999999999999986,skipped_risk_gt_6pct,29.53,,1292.0,,1292,False,False,-1.0,
MISCELLANEOUS,SHFA,4280,4360,descending,sequential,up,4361,3.0,550.02,542.0,8.019999999999982,ok,534.6,15.419999999999959,4383.0,4383.0,4383,True,False,-1.0,-1.0
INSURANCE,SHNI,1080,1160,descending,down,down,1165,4.0,6.0005,7.0044,1.0039000000000007,no_valid_consolidation,,,1168.0,,1168,False,False,-1.0,
COMMERCIAL BANKS,SILK,1320,1400,descending,up,up,1417,2.0,2.1274,1.9814,0.14600000000000013,skipped_risk_gt_6pct,1.94,,1433.0,,1433,False,False,-1.0,
COMMERCIAL BANKS,SILK,1760,1840,ascending,sequential,up,1841,4.0,1.7971,1.7357,0.0613999999999999,skipped_risk_gt_6pct,1.65,,1844.0,,1844,False,False,-1.0,
COMMERCIAL BANKS,SILK,1800,1880,descending,sequential,up,1887,4.0,1.728,1.705,0.02299999999999991,skipped_risk_gt_6pct,1.57,,1888.0,,1888,False,False,-1.0,
CHEMICAL,SITC,520,600,symmetrical,up,up,627,3.0,330.65,305.0,25.649999999999977,skipped_risk_gt_6pct,301.95,,648.0,,648,False,False,-1.0,
CHEMICAL,SITC,800,880,ascending,up,up,881,4.0,178.99,175.0,3.990000000000009,no_valid_consolidation,,,882.0,,882,False,False,-1.0,
CHEMICAL,SITC,3800,3880,descending,sequential,down,3884,4.0,218.68,233.05,14.370000000000005,no_valid_consolidation,,,3885.0,,3885,False,False,-1.0,
CEMENT,SMCPL,1160,1240,symmetrical,down,down,1241,4.0,9.8,10.08,0.27999999999999936,skipped_risk_gt_6pct,10.5,,1243.0,,1243,False,False,-1.0,
CEMENT,SMCPL,2520,2600,ascending,sequential,up,2601,4.0,16.65,15.61,1.0399999999999991,no_valid_consolidation,,,2602.0,,2602,False,False,-1.0,
CEMENT,SMCPL,2640,2720,descending,up,up,2737,4.0,13.5,13.1,0.40000000000000036,skipped_risk_gt_6pct,12.09,,2738.0,,2738,False,False,-1.0,
CEMENT,SMCPL,3080,3160,descending,up,up,3161,3.0,46.34,44.2,2.1400000000000006,no_valid_consolidation,,,3169.0,,3169,False,False,-1.0,
COMMERCIAL BANKS,SNBL,1920,2000,descending,up,up,2001,1.0,5.3814,5.1237,0.2576999999999998,no_valid_consolidation,,,,,2091,False,True,4.11757857974389,
COMMERCIAL BANKS,SNBL,4280,4360,ascending,down,down,4361,4.0,6.7381,7.0792,0.34109999999999996,skipped_risk_gt_6pct,7.23,,4362.0,,4362,False,False,-1.0,
OIL & GAS MARKETING COMPANIES,SNGP,560,640,descending,down,down,642,1.0,66.25,70.3,4.049999999999997,skipped_risk_gt_6pct,72.52,,683.0,,683,False,False,-1.0,
MISCELLANEOUS,SPEL,680,760,descending,down,down,769,4.0,26.0184,28.5858,2.5673999999999992,skipped_risk_gt_6pct,29.4,,773.0,,773,False,False,-1.0,
POWER GENERATION & DISTRIBUTION,SPWL,920,1000,ascending,down,down,1023,2.0,13.9048,14.46,0.555200000000001,ok,14.6,0.6951999999999998,,,1113,False,True,5.969560518731976,4.7674050632911396
OIL & GAS MARKETING COMPANIES,SSGC,400,480,descending,sequential,down,481,3.0,25.75,26.4,0.6499999999999986,ok,27.22,1.4699999999999989,503.0,504.0,503,False,False,-1.0,-0.8503401360544224
OIL & GAS MARKETING COMPANIES,SSGC,520,600,ascending,up,up,618,3.0,28.6,27.5,1.1000000000000014,skipped_risk_gt_6pct,25.49,,639.0,,639,False,False,-1.0,
OIL & GAS MARKETING COMPANIES,SSGC,680,760,ascending,sequential,up,761,4.0,28.95,28.05,0.8999999999999986,ok,27.77,1.1799999999999997,771.0,776.0,771,False,False,-1.0,-0.46610169491525494
OIL & GAS MARKETING COMPANIES,SSGC,920,1000,ascending,down,down,1011,4.0,13.5,13.95,0.4499999999999993,ok,14.29,0.7899999999999991,1012.0,1044.0,1012,False,False,-1.0,-0.632911392405064
OIL & GAS MARKETING COMPANIES,SSGC,2080,2160,descending,up,up,2163,2.0,25.29,24.0,1.2899999999999991,skipped_risk_gt_6pct,23.76,,,,2253,False,True,6.418604651162796,
OIL & GAS MARKETING COMPANIES,SSGC,3000,3080,descending,down,down,3088,3.0,34.86,36.85,1.990000000000002,skipped_risk_gt_6pct,38.03,,3115.0,,3115,False,False,-1.0,
OIL & GAS MARKETING COMPANIES,SSGC,3840,3920,ascending,down,down,3922,4.0,13.96,14.7,0.7399999999999984,skipped_risk_gt_6pct,15.25,,3924.0,,3924,False,False,-1.0,
OIL & GAS MARKETING COMPANIES,SSGC,4760,4840,descending,up,up,4841,1.0,16.68,15.16,1.5199999999999996,no_valid_consolidation,,,,,4931,False,True,13.500000000000005,
OIL & GAS MARKETING COMPANIES,SSGC,5080,5160,symmetrical,down,down,5161,1.0,32.59,33.24,0.6499999999999986,ok,34.48,1.8899999999999935,5245.0,,5245,False,False,-1.0,-0.18518518518518282
GLASS & CERAMICS,STCL,3480,3560,symmetrical,down,down,3566,4.0,14.36,14.85,0.4900000000000002,skipped_risk_gt_6pct,15.71,,3568.0,,3568,False,False,-1.0,
GLASS & CERAMICS,STCL,3640,3720,symmetrical,up,up,3722,4.0,8.79,8.45,0.33999999999999986,skipped_risk_gt_6pct,8.17,,3724.0,,3724,False,False,-1.0,
MISCELLANEOUS,STPL,120,200,symmetrical,down,down,202,1.0,22.3392,25.2664,2.927199999999999,skipped_risk_gt_6pct,25.67,,,,292,False,True,1.1315933315113422,
TECHNOLOGY & COMMUNICATION,SYS,120,200,descending,down,down,201,4.0,31.7097,32.5702,0.8604999999999983,skipped_risk_gt_6pct,34.52,,208.0,,208,False,False,-1.0,
TECHNOLOGY & COMMUNICATION,SYS,2280,2360,descending,up,up,2384,4.0,416.97,413.02,3.9500000000000455,ok,403.43,13.54000000000002,2385.0,,2385,False,False,-1.0,-0.22304283604136146
TECHNOLOGY & COMMUNICATION,TELE,360,440,symmetrical,down,down,444,4.0,10.85,11.15,0.3000000000000007,skipped_risk_gt_6pct,12.22,,446.0,,446,False,False,-1.0,
TECHNOLOGY & COMMUNICATION,TELE,3200,3280,ascending,sequential,down,3283,3.0,1.91,2.0,0.09000000000000008,skipped_risk_gt_6pct,2.05,,3310.0,,3310,False,False,-1.0,
GLASS & CERAMICS,TGL,3360,3440,descending,up,up,3443,2.0,90.12,84.25,5.8700000000000045,skipped_risk_gt_6pct,78.21,,3455.0,,3455,False,False,-1.0,
GLASS & CERAMICS,TGL,3560,3640,descending,sequential,down,3658,3.0,91.09,102.69,11.599999999999994,skipped_risk_gt_6pct,104.03,,3665.0,,3665,False,False,-1.0,
GLASS & CERAMICS,TGL,4280,4360,ascending,sequential,down,4363,4.0,111.33,114.84,3.510000000000005,skipped_risk_gt_6pct,118.16,,4365.0,,4365,False,False,-1.0,
AUTOMOBILE PARTS & ACCESSORIES,THALL,2400,2480,ascending,up,up,2484,4.0,295.05,288.0,7.050000000000011,skipped_risk_gt_6pct,277.21,,2486.0,,2486,False,False,-1.0,
CEMENT,THCCL,880,960,symmetrical,up,up,964,4.0,26.5,24.15,2.3500000000000014,no_valid_consolidation,,,966.0,,966,False,False,-1.0,
CEMENT,THCCL,920,1000,symmetrical,sequential,down,1005,4.0,24.0,24.9,0.8999999999999986,skipped_risk_gt_6pct,25.75,,1008.0,,1008,False,False,-1.0,
CEMENT,THCCL,960,1040,descending,up,up,1041,4.0,30.4,27.02,3.379999999999999,no_valid_consolidation,,,1044.0,,1044,False,False,-1.0,
TEXTILE COMPOSITE,TOWL,360,440,descending,sequential,down,441,4.0,105.11,109.0,3.8900000000000006,skipped_risk_gt_6pct,116.15,,442.0,,442,False,False,-1.0,
TEXTILE COMPOSITE,TOWL,1840,1920,ascending,whipsaw,up,1930,4.0,180.35,161.1,19.25,skipped_risk_gt_6pct,159.49,,1932.0,,1932,False,False,-1.0,
PROPERTY,TPLP,400,480,ascending,down,down,481,4.0,7.15,7.41,0.2599999999999998,no_valid_consolidation,,,483.0,,483,False,False,-1.0,
PROPERTY,TPLP,720,800,descending,sequential,down,808,4.0,8.61,9.5,0.8900000000000006,skipped_risk_gt_6pct,9.6,,811.0,,811,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,TREET,3720,3800,symmetrical,up,up,3801,1.0,17.2,16.2,1.0,skipped_risk_gt_6pct,16.04,,3814.0,,3814,False,False,-1.0,
TECHNOLOGY & COMMUNICATION,TRG,960,1040,symmetrical,down,down,1041,4.0,1.54,1.57,0.030000000000000027,no_valid_consolidation,,,1042.0,,1042,False,False,-1.0,
TECHNOLOGY & COMMUNICATION,TRG,2320,2400,symmetrical,up,up,2408,1.0,12.33,11.36,0.9700000000000006,skipped_risk_gt_6pct,10.64,,,,2498,False,True,6.463917525773193,
TECHNOLOGY & COMMUNICATION,TRG,3400,3480,descending,down,down,3487,2.0,22.12,23.57,1.4499999999999993,skipped_risk_gt_6pct,24.23,,,,3577,False,True,5.282758620689658,
MISCELLANEOUS,TRIPF,3640,3720,descending,sequential,down,3723,4.0,159.5,166.99,7.490000000000009,skipped_risk_gt_6pct,169.68,,3730.0,,3730,False,False,-1.0,
POWER GENERATION & DISTRIBUTION,TSPL,3400,3480,symmetrical,down,down,3489,4.0,2.91,3.29,0.3799999999999999,no_valid_consolidation,,,3493.0,,3493,False,False,-1.0,
MISCELLANEOUS,UBDL,1000,1080,symmetrical,sequential,up,1081,4.0,35.8,33.5,2.299999999999997,skipped_risk_gt_6pct,32.48,,1083.0,,1083,False,False,-1.0,
COMMERCIAL BANKS,UBL,1600,1680,ascending,up,up,1684,2.0,40.7806,39.7068,1.0737999999999985,skipped_risk_gt_6pct,38.32,,1713.0,,1713,False,False,-1.0,
COMMERCIAL BANKS,UBL,2000,2080,ascending,down,down,2088,1.0,66.5825,67.9261,1.3436000000000092,ok,69.74,3.157499999999999,2090.0,2090.0,2090,True,False,-1.0,-1.0
COMMERCIAL BANKS,UBL,2360,2440,ascending,sequential,up,2441,4.0,92.6991,91.6502,1.0489000000000033,ok,88.51,4.189099999999996,2444.0,2449.0,2444,False,False,-1.0,-0.2420328948938931
COMMERCIAL BANKS,UBL,4520,4600,descending,up,up,4601,4.0,102.7232,101.3896,1.3336000000000041,skipped_risk_gt_6pct,94.77,,4602.0,,4602,False,False,-1.0,
MISCELLANEOUS,UDPL,2880,2960,symmetrical,up,up,2964,2.0,117.84,115.64,2.200000000000003,ok,112.38,5.460000000000008,,,2978,False,True,1.904545454545451,0.7673992673992659
INSURANCE,UNIC,2480,2560,symmetrical,sequential,down,2575,3.0,7.62,8.23,0.6100000000000003,no_valid_consolidation,,,2583.0,,2583,False,False,-1.0,
INSURANCE,UNIC,2520,2600,symmetrical,up,up,2601,1.0,8.99,8.32,0.6699999999999999,skipped_risk_gt_6pct,8.22,,2670.0,,2670,False,False,-1.0,
INSURANCE,UNIC,2680,2760,ascending,sequential,up,2772,3.0,8.44,7.46,0.9799999999999995,skipped_risk_gt_6pct,7.39,,2791.0,,2791,False,False,-1.0,
INSURANCE,UNIC,3120,3200,ascending,down,down,3201,4.0,7.36,7.69,0.33000000000000007,no_valid_consolidation,,,3207.0,,3207,False,False,-1.0,
INSURANCE,UNIC,3640,3720,ascending,sequential,up,3723,4.0,16.5,15.9,0.5999999999999996,skipped_risk_gt_6pct,14.85,,3731.0,,3731,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,UPFL,400,480,symmetrical,up,up,490,2.0,1776.23,1700.0,76.23000000000002,ok,1683.0,93.23000000000002,,,580,False,True,14.610651974288334,11.946476456076368
INSURANCE,UVIC,1280,1360,symmetrical,whipsaw,up,1361,4.0,3.7722,3.3833,0.3889,no_valid_consolidation,,,1363.0,,1363,False,False,-1.0,
CHEMICAL,WAHN,1080,1160,descending,down,down,1172,4.0,34.76,36.7,1.9400000000000048,skipped_risk_gt_6pct,38.28,,1189.0,,1189,False,False,-1.0,
CABLE & ELECTRICAL GOODS,WAVES,920,1000,symmetrical,up,up,1002,1.0,19.88,18.9,0.9800000000000004,skipped_risk_gt_6pct,17.64,,1017.0,,1017,False,False,-1.0,
CABLE & ELECTRICAL GOODS,WAVES,3840,3920,symmetrical,up,up,3925,4.0,7.57,7.25,0.3200000000000003,skipped_risk_gt_6pct,6.69,,3928.0,,3928,False,False,-1.0,
TECHNOLOGY & COMMUNICATION,WTL,2440,2520,symmetrical,up,up,2527,4.0,1.57,1.51,0.06000000000000005,skipped_risk_gt_6pct,1.45,,2531.0,,2531,False,False,-1.0,
TEXTILE COMPOSITE,ZAHID,560,640,symmetrical,sequential,down,643,4.0,14.0,14.5,0.5,no_valid_consolidation,,,647.0,,647,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,ZIL,2360,2440,ascending,down,down,2441,1.0,106.14,108.0,1.8599999999999994,skipped_risk_gt_6pct,113.12,,2447.0,,2447,False,False,-1.0,
FOOD & PERSONAL CARE PRODUCTS,ZIL,2920,3000,symmetrical,sequential,down,3014,4.0,212.0,226.0,14.0,skipped_risk_gt_6pct,232.3,,3017.0,,3017,False,False,-1.0,
