symbol,start,end,outcome,breakout_idx,close_at_breakout,ema_at_breakout,price_above_ema,ema_rising,ema_slope_pct,raw_pct_move
POWER,4920,5000,up,5001,15.65,11.96796972623239,True,True,6.011508369362874,15.07987220447285
PPL,520,600,down,613,262.45,252.24705759292678,True,True,1.1034193517855684,-1.5622023242522474
PPL,2760,2840,down,2856,156.48,150.69562290279825,True,True,1.4216267971318486,-23.510991820040918
PPL,3000,3080,up,3087,178.83,166.908998304717,True,True,0.43844219663928014,9.858524856008495
PPP,320,400,down,411,25.2687,33.379485899679054,False,False,-4.383820954122505,4.424446053813606
PPVC,960,1040,up,1042,1.3813,1.0927951726571745,True,True,6.928546763837816,11.206834141750528
PRL,1680,1760,down,1765,46.9895,51.3342781384728,False,False,-1.2077017779453207,-3.793826280339221
PRL,2480,2560,down,2561,35.8182,72.52327828946515,False,False,-8.915441682043928,-8.498193655739264
PRL,2640,2720,up,2721,37.0482,41.30397087022466,False,False,-3.808852919036466,-3.719209030398248
PRL,2760,2840,down,2849,31.5287,36.59717666265408,False,False,-1.268605432618193,-11.530764034038828
PRL,2840,2920,down,2921,33.6696,35.329399952710595,False,False,-0.46391250304355924,-56.1384750635588
PRL,3920,4000,down,4005,25.02,22.938618489324288,True,True,3.0045406447452803,32.33413269384492
PRL,4120,4200,up,4204,14.09,15.820959537492804,False,False,-4.988969844593402,25.975869410929736
PSEL,920,1000,up,1002,551.25,386.81809395955645,True,True,7.938127783292851,72.33560090702947
PSO,1160,1240,down,1265,303.54,295.7567387199192,True,True,1.4200189381609734,5.432562429992755
PSO,1200,1280,down,1281,255.0,294.4544621101212,False,False,-0.2229213910864838,0.2156862745098083
PSO,1480,1560,down,1561,268.06,279.4116796602792,False,False,-0.4408763643151739,2.394986197120053
PSO,1600,1680,up,1685,237.62,251.73640599571306,False,False,-1.646827852434183,4.582947563336413
QUET,1280,1360,up,1361,18.66,9.684913511486327,True,True,4.013070405171089,-11.575562700964632
QUICE,3400,3480,down,3483,3.21,3.5422937473201412,False,False,-0.4862094581670304,1.2461059190031163
QUICE,3640,3720,down,3746,4.58,4.567172786532859,True,True,1.2551774729623009,-16.59388646288209
QUICE,4760,4840,up,4843,8.43,7.080373572586459,True,True,2.8505413546598786,20.04744958481613
REDCO,2040,2120,down,2129,3.05,3.52697183197778,False,False,-1.6896221524324997,30.49180327868852
RMPL,1800,1880,up,1881,9950.0,8915.719055240448,True,True,2.236867518541957,-4.522613065326634
RMPL,2400,2480,down,2485,8800.0,8630.54718958811,True,True,0.9032547052618273,-7.611704545454545
SAZEW,2000,2080,up,2085,24.4019,22.2402873335361,True,True,1.4092189772072152,7.349427708498101
SBL,2880,2960,up,2975,8.16,7.024978209842175,True,False,-0.7511670574187972,4.534313725490186
SCL,1280,1360,down,1361,229.7138,240.16500541547757,False,True,1.5023482563861557,-1.00668745195108
SEARL,1040,1120,down,1122,23.4085,25.95705249198217,False,False,-2.045821770329859,-10.098895700279815
SEARL,1280,1360,up,1361,28.1809,26.699774422538617,True,True,0.8471970316653843,-0.6937322796646049
SEARL,1560,1640,up,1651,20.4135,22.221975758249602,False,False,-2.1253806772908557,8.359174075979142
SEARL,4160,4240,down,4248,83.5,116.78354144402384,False,False,-2.7883356101712526,34.0
SEL,880,960,up,970,19.76,21.9285067161036,False,False,-2.298219924047067,10.829959514170024
SEPL,320,400,up,401,58.17,57.427865974271555,True,False,-1.7988142932234874,29.292934502320776
SEPL,3760,3840,up,3871,117.38,120.30849481841582,False,False,-1.4946338050739936,-9.92502981768614
SEPL,4200,4280,down,4282,135.16,126.04618293796263,True,True,2.6031642478148194,-1.501923646049128
SHEL,480,560,up,561,213.8553,223.50141422750207,False,False,-1.2430652186586826,21.827422560955934
SHEL,960,1040,up,1042,171.2073,182.52825858163965,False,False,-1.8024932527058404,13.156857213448252
SHEL,3360,3440,down,3441,191.7087,220.3327924994215,False,False,-1.0664434537395329,16.481672454093115
SHEZ,600,680,down,681,118.86,140.05370970965558,False,False,-0.8457705214529161,7.3952549217566945
SHEZ,3040,3120,up,3121,175.74,114.62296052010821,True,True,3.187643457398675,34.86969386593832
SHFA,720,800,down,803,19.25,21.45345811381094,False,False,-0.5724296744008696,6.493506493506493
SHFA,1120,1200,up,1208,32.9,29.208263423207356,True,True,1.052709975085965,6.352583586626151
SHNI,1080,1160,down,1165,6.0005,8.213334523860192,False,False,-3.019016974247137,11.154070494125486
SILK,1320,1400,up,1417,2.1274,2.399521520349855,False,False,-3.0695432783759466,-22.38413086396541
SITC,520,600,up,627,330.65,267.737012253395,True,True,4.5165826367835535,-23.33282927566913
SITC,800,880,up,881,178.99,182.55162106544046,False,False,-1.7026702866483439,0.7989273143750926
SMCPL,120,200,up,201,7.0,8.025434671171507,False,,,-27.142857142857142
SMCPL,1160,1240,down,1241,9.8,9.82035545990631,False,True,0.7335755466887736,-37.3469387755102
SMCPL,2640,2720,up,2737,13.5,13.007153194700903,True,False,-0.23360255491947446,100.66666666666666
SMCPL,3080,3160,up,3161,46.34,32.70641539815674,True,True,6.1377999279762925,-13.681484678463535
SNBL,1920,2000,up,2001,5.3814,5.128183565358669,True,False,-1.189290104296642,12.675140298063702
SNBL,4280,4360,down,4361,6.7381,7.173952085611182,False,False,-0.8006789568207675,-1.687419302177167
SNGP,560,640,down,642,66.25,75.05489014901585,False,False,-1.0828911231950513,1.962264150943392
SPEL,680,760,down,769,26.0184,30.996216569243046,False,False,-1.8477076956474836,13.448559480982684
SPWL,920,1000,down,1023,13.9048,15.035927582139315,False,False,-1.0957050958664034,16.140469478165805
SSGC,520,600,up,618,28.6,26.96819848994911,True,False,-0.3918533146625677,-4.370629370629371
SSGC,920,1000,down,1011,13.5,18.363816265013575,False,False,-5.209395152607665,0.0
SSGC,2080,2160,up,2163,25.29,22.8405888188942,True,True,1.6716105406730752,20.166073546856477
SSGC,3000,3080,down,3088,34.86,38.86987187520471,False,False,-0.8168210282464944,9.523809523809526
SSGC,3840,3920,down,3922,13.96,15.407084889997984,False,False,-0.9642472761080875,8.954154727793695
SSGC,4760,4840,up,4841,16.68,9.98856942993451,True,True,2.2883860349615652,118.2254196642686
SSGC,5080,5160,down,5161,32.59,36.596911153512,False,False,-1.607629430170641,18.840135010739505
STCL,3480,3560,down,3566,14.36,17.589838437302916,False,False,-3.158093936572469,30.36211699164345
STCL,3640,3720,up,3722,8.79,11.101132775613067,False,False,-4.878997064908758,12.627986348122883
STPL,120,200,down,202,22.3392,34.630373037444336,False,,,12.758738003151414
SYS,120,200,down,201,31.7097,30.12184163670454,True,,,10.803949580096948
SYS,2280,2360,up,2384,416.97,418.6441737122563,False,False,-0.37449016970381926,41.52576923999328
TELE,360,440,down,444,10.85,13.29567543741003,False,False,-2.9167925368363044,14.285714285714276
TGL,3360,3440,up,3443,90.12,83.27906187563657,True,True,0.17034323852483776,17.6653351087439
THALL,2400,2480,up,2484,295.05,270.2160125808851,True,True,1.149698153232992,-11.540416878495174
THCCL,880,960,up,964,26.5,23.293616891957182,True,True,1.759563292454841,-3.7735849056603774
THCCL,960,1040,up,1041,30.4,24.36425229763582,True,True,1.8471446133870952,-9.144736842105257
TPLP,400,480,down,481,7.15,7.745631588537479,False,False,-1.1337530348214038,30.20979020979021
TREET,3720,3800,up,3801,17.2,18.451364806243244,False,False,-1.8164857988225036,16.569767441860474
TRG,960,1040,down,1041,1.54,3.5900001668995176,False,False,-10.942575787495006,-16.883116883116884
TRG,2320,2400,up,2408,12.33,11.773068846389323,True,False,-1.1496611537875032,15.166261151662605
TRG,3400,3480,down,3487,22.12,27.274042835621803,False,False,-3.0976187478076795,24.54792043399638
TSPL,3400,3480,down,3489,2.91,3.2617633631764877,False,True,0.5475125053280566,8.934707903780076
UBL,1600,1680,up,1684,40.7806,35.242846856895504,True,True,2.564325988660818,-8.070994541522202
UBL,2000,2080,down,2088,66.5825,61.907410497191194,True,True,1.7572360243212035,-30.192768370067206
UBL,3360,3440,down,3441,66.123,73.62912373176836,False,False,-1.4368703766920543,-11.587042330202795
UBL,4520,4600,up,4601,102.7232,83.52904639267166,True,True,2.9217280843577575,25.132491978443028
UNIC,2520,2600,up,2601,8.99,9.043993013055132,False,False,-1.5647763648155122,-2.6696329254727496
UNIC,3120,3200,down,3201,7.36,8.012423657990585,False,True,1.8161240824121465,-7.336956521739131
UPFL,400,480,up,490,1776.23,1500.8462736777194,True,True,3.2176596664298165,55.52602984973792
WAHN,1080,1160,down,1172,34.76,39.77394895158677,False,False,-2.038924657398355,-2.1288837744534006
WAVES,920,1000,up,1002,19.88,23.707137958251696,False,False,-4.379286594946261,-0.6539235412474799
WAVES,3840,3920,up,3925,7.57,7.631690239035317,False,False,-1.6183019723299046,-6.737120211360642
WTL,2440,2520,up,2527,1.57,1.6351856262922106,False,False,-0.8574499700016592,8.280254777070056
ZIL,2360,2440,down,2441,106.14,111.43781010660088,False,False,-0.1744309442171362,16.10137554173733
